run_name,condition,network_class,dataset,delay_k,efference_length,step,proprio_size,probe,target,test_r2,val_r2,lambda,n_train,n_test,n_features
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/proprioception/0,proprio,0.9999999504540575,0.9999999456469879,1.0,54687,23992,277
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/proprioception/0,proprio,0.9999999390156092,0.9999998937497105,1.0,49173,18907,277
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/proprioception/0,proprio,0.9999999496472172,0.9999999473159853,1.0,36353,14130,277
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/proprioception/1,proprio,0.15876685702289428,0.1344320780566457,1000.0,54687,23992,277
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/proprioception/1,proprio,0.08779073518252845,0.0780513013078521,1000.0,49173,18907,277
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/proprioception/1,proprio,0.061569565527154646,0.03986847553474082,1000.0,36353,14130,277
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/0,proprio,0.10698214446946663,0.10874330233823448,100.0,57019,24990,640
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/0,proprio,0.08880705730999172,0.09086744478400377,100.0,54687,23992,640
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/0,proprio,0.04979217292195959,0.06084044096341823,1000.0,49173,18907,640
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/0,proprio,0.026636702716212768,0.027558682610390073,1000.0,36353,14130,640
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/1,proprio,0.09950883922834375,0.07552030703919477,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/1,proprio,0.08243390496091141,0.049366334411107604,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/1,proprio,0.04866594370082733,0.030897407313464798,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/1,proprio,0.03319342407871184,-0.004558608432529976,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/2,proprio,0.08930079499143995,0.05819738454953027,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/2,proprio,0.08637219524097206,0.030631120915429744,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/2,proprio,0.05728884738150175,0.010625203660794336,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/2,proprio,0.039747483714000276,-0.03266122374178382,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/3,proprio,0.08682298839289704,0.05958809482279914,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/3,proprio,0.09393396058845382,0.04680258692298045,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/3,proprio,0.06724142962910629,0.031155385175028694,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/3,proprio,0.055040703576128114,-0.0230399189417414,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/4,proprio,0.09027084408998509,0.06395077419473627,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/4,proprio,0.09703740109519021,0.05101629274593866,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/4,proprio,0.06842579820651218,0.040854016845286445,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/4,proprio,0.07212047474211636,-0.0035208073490737846,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/5,proprio,0.07253619713753989,0.07005791521145066,1000.0,57019,24990,64
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/5,proprio,0.07634718642527283,0.06430173741219058,1000.0,54687,23992,64
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/5,proprio,0.07210862305728527,0.06773507533079925,1000.0,49173,18907,64
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/5,proprio,0.06700942615201999,0.03598992650880184,1000.0,36353,14130,64
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/6,proprio,0.022533435837467253,0.017153618630309952,1000.0,57019,24990,32
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/6,proprio,0.03282444174661048,0.017242919071225105,1000.0,54687,23992,32
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/6,proprio,0.03953445505681841,0.03571034628427938,1000.0,49173,18907,32
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/6,proprio,0.039123131234596875,0.027756069207254597,1000.0,36353,14130,32
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/0,proprio,0.789481988872399,0.7364030425450576,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/0,proprio,0.5824971299855857,0.5164627583510604,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/0,proprio,0.589685717226146,0.5300143882684161,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/0,proprio,0.5108166826769558,0.431653024906537,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/1,proprio,0.6446693102097099,0.5903379627516256,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/1,proprio,0.5386020213494491,0.47489510939780544,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/1,proprio,0.5390687257880686,0.4823768083498895,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/1,proprio,0.4874880632625127,0.39599942494934437,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/2,proprio,0.5714908478243147,0.5361874470448795,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/2,proprio,0.5172781591946738,0.4626114369621097,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/2,proprio,0.5205910860155263,0.47179303640304127,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/2,proprio,0.47864034892759455,0.41690449129719165,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/3,proprio,0.5401216023955813,0.5004373138297611,1000.0,57019,24990,512
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/3,proprio,0.4960191812848338,0.4397126834331394,1000.0,54687,23992,512
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/3,proprio,0.5062953709705662,0.46034921789741723,1000.0,49173,18907,512
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/3,proprio,0.464143207312084,0.3875073230542263,1000.0,36353,14130,512
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/4,proprio,0.3964068034927378,0.3706129573233343,1000.0,57019,24990,76
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/4,proprio,0.3829691694170426,0.3462059668403028,100.0,54687,23992,76
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/4,proprio,0.4141383086900289,0.3667222098358347,10.0,49173,18907,76
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/4,proprio,0.36334572722246905,0.3086413302960983,10.0,36353,14130,76
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/5/action,proprio,0.34690971074724286,0.3298420495223594,1000.0,57019,24990,38
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/5/action,proprio,0.34018608766516445,0.3139776994872946,1000.0,54687,23992,38
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/5/action,proprio,0.37362984661040644,0.3285100740445206,1000.0,49173,18907,38
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/5/action,proprio,0.3168849238617367,0.28277828926563686,1000.0,36353,14130,38
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/action/1/5/log_likelihood,proprio,0.004404492766708734,0.009844463791035873,1.0,57019,24990,1
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/action/1/5/log_likelihood,proprio,0.0029191797304064515,0.003419873546928631,1.0,54687,23992,1
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/action/1/5/log_likelihood,proprio,0.0009495838850299698,0.0003137617378573543,1000.0,49173,18907,1
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/action/1/5/log_likelihood,proprio,0.002305943006919553,0.004804107294715032,1.0,36353,14130,1
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/value/0,proprio,0.9999999477460254,0.9999999432656926,1.0,57019,24990,917
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/value/0,proprio,0.9999999477756655,0.9999999414721578,1.0,54687,23992,917
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/value/0,proprio,0.999999936667023,0.999999888904066,1.0,49173,18907,917
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/value/0,proprio,0.9999999473472597,0.9999999424735722,1.0,36353,14130,917
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/value/1,proprio,0.3816182445670325,0.26858281448164634,1000.0,57019,24990,1024
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/value/1,proprio,0.4089960914010299,0.2717142896204445,1000.0,54687,23992,1024
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/value/1,proprio,0.42207206515294415,0.26571011159483215,1000.0,49173,18907,1024
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/value/1,proprio,0.33270223781166275,0.20579062690396543,1000.0,36353,14130,1024
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/value/2,proprio,0.21271442809969077,0.16116387360693374,1000.0,57019,24990,1024
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/value/2,proprio,0.20695288390820077,0.09108585891439469,1000.0,54687,23992,1024
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/value/2,proprio,0.17174811296699655,0.0595876506412889,1000.0,49173,18907,1024
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/value/2,proprio,0.12219324192784642,-0.0072448574418650935,1000.0,36353,14130,1024
RodentEncDec_delay0_eff0-20260629-090548,efference,RodentEncDecDelays,old_eval,0,0,600064000,277,layer::3/value/3,proprio,0.00822096010841833,0.010061159657352547,1.0,57019,24990,1
RodentEncDec_delay5_eff5-20260623-085807,efference,RodentEncDecDelays,old_eval,5,5,600064000,277,layer::3/value/3,proprio,0.007174206425513807,0.010617727200861404,1.0,54687,23992,1
RodentEncDec_delay10_eff10-20260611-120848,efference,RodentEncDecDelays,old_eval,10,10,600064000,277,layer::3/value/3,proprio,0.005325165662604325,0.004553607131670745,1000.0,49173,18907,1
RodentEncDec_delay20_eff20-20260626-084448,efference,RodentEncDecDelays,old_eval,20,20,600064000,277,layer::3/value/3,proprio,0.0038245471048969915,0.005268465292225133,100.0,36353,14130,1
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,input::current_proprio,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,input::current_proprio,delta,0.6080319920084578,0.5755539903933378,1000.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,input::current_proprio,delta,0.5302448702020427,0.49737652235921115,1000.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,input::current_proprio,delta,0.5048235097889824,0.4977841130984926,100.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,input::delayed_proprio,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,input::delayed_proprio,delta,0.5905583276477344,0.5554783705235651,100.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,input::delayed_proprio,delta,0.5242587033741002,0.49751196306930134,100.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,input::delayed_proprio,delta,0.4914789720180496,0.4893258090551693,1000.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::0/state/proprioception,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::0/state/proprioception,delta,0.6080316140375376,0.5755530706114274,1000.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::0/state/proprioception,delta,0.5302449907070551,0.4973746927133179,1000.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::0/state/proprioception,delta,0.5048227627733547,0.49778645629930485,100.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::0/state/task_obs,delta,,-inf,1.0,57068,24990,640
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::0/state/task_obs,delta,0.006246141260515148,-0.0005386089570968977,1000.0,55899,24526,640
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::0/state/task_obs,delta,0.009341146878337758,0.0034752950890427625,1000.0,51081,21618,640
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::0/state/task_obs,delta,0.0056198284481598915,0.00031789424353667606,1000.0,41503,14896,640
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::1/state/proprioception,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::1/state/proprioception,delta,0.6080304457637844,0.5755539903933378,1000.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::1/state/proprioception,delta,0.5302457137371296,0.49737473962731515,1000.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::1/state/proprioception,delta,0.5048234201471071,0.497785610143456,100.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::1/state/task_obs,delta,,-inf,1.0,57068,24990,640
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::1/state/task_obs,delta,0.006234870854896046,-0.0005801524400550484,1000.0,55899,24526,640
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::1/state/task_obs,delta,0.009344922702059777,0.0034745444650865487,1000.0,51081,21618,640
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::1/state/task_obs,delta,0.005620963911914023,0.00032232028951550973,1000.0,41503,14896,640
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::2/proprioception,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::2/proprioception,delta,0.6080304457637844,0.5755539903933378,1000.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::2/proprioception,delta,0.5302457137371296,0.49737473962731515,1000.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::2/proprioception,delta,0.5048234201471071,0.497785610143456,100.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::2/task_obs,delta,,-inf,1.0,57068,24990,640
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::2/task_obs,delta,0.006234870854896046,-0.0005801524400550484,1000.0,55899,24526,640
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::2/task_obs,delta,0.009344922702059777,0.0034745444650865487,1000.0,51081,21618,640
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::2/task_obs,delta,0.005620963911914023,0.00032232028951550973,1000.0,41503,14896,640
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/proprioception,delta,,-inf,1.0,57068,24990,277
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/proprioception,delta,0.6080304457637844,0.5755539903933378,1000.0,55899,24526,277
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/proprioception,delta,0.5302457137371296,0.49737473962731515,1000.0,51081,21618,277
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/proprioception,delta,0.5048234201471071,0.497785610143456,100.0,41503,14896,277
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/0,delta,,-inf,1.0,57068,24990,640
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/0,delta,0.006234870854896046,-0.0005801524400550484,1000.0,55899,24526,640
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/0,delta,0.009344922702059777,0.0034745444650865487,1000.0,51081,21618,640
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/0,delta,0.005620963911914023,0.00032232028951550973,1000.0,41503,14896,640
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/1,delta,,-inf,1.0,57068,24990,512
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/1,delta,0.0030959254459919094,-0.023971432800235393,1000.0,55899,24526,512
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/1,delta,0.0016557388704583342,-0.025007881551539768,1000.0,51081,21618,512
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/1,delta,-0.010517203142413889,-0.03668736494050884,1000.0,41503,14896,512
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/2,delta,,-inf,1.0,57068,24990,512
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/2,delta,0.0012698448477478363,-0.031924173792485355,1000.0,55899,24526,512
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/2,delta,-0.0008336536758246638,-0.04019253504475606,1000.0,51081,21618,512
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/2,delta,-0.02827191201518464,-0.055396782004217826,1000.0,41503,14896,512
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/3,delta,,-inf,1.0,57068,24990,512
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/3,delta,0.006467013721856318,-0.03805352379563942,1000.0,55899,24526,512
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/3,delta,0.0008394379164201604,-0.03614057310139063,1000.0,51081,21618,512
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/3,delta,-0.01307343085931123,-0.03935067301934447,1000.0,41503,14896,512
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/4,delta,,-inf,1.0,57068,24990,512
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/4,delta,0.006996722785956311,-0.026155914837699523,1000.0,55899,24526,512
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/4,delta,0.007074527931655972,-0.029007487473962756,1000.0,51081,21618,512
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/4,delta,-0.006626148140609356,-0.033767150928167844,1000.0,41503,14896,512
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/5,delta,,-inf,1.0,57068,24990,64
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/5,delta,0.012807991322337453,0.0029147888744099903,1000.0,55899,24526,64
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/5,delta,0.016711233437088135,0.006401790238135474,1000.0,51081,21618,64
RodentForwardModel_delay20_eff20-20260619-034701,forward_model,RodentForwardModel,old_eval,20,20,600064000,277,layer::3/action/0/task_obs/5,delta,0.01620402395206999,0.008075125621599066,1000.0,41503,14896,64
RodentForwardModel_delay0_eff0-20260619-032834,forward_model,RodentForwardModel,old_eval,0,0,600064000,277,layer::3/action/0/task_obs/6,delta,,-inf,1.0,57068,24990,32
RodentForwardModel_delay5_eff5-20260619-033243,forward_model,RodentForwardModel,old_eval,5,5,600064000,277,layer::3/action/0/task_obs/6,delta,0.008315978741266106,0.0022946259212478504,1000.0,55899,24526,32
RodentForwardModel_delay10_eff10-20260619-033822,forward_model,RodentForwardModel,old_eval,10,10,600064000,277,layer::3/action/0/task_obs/6,delta,0.012554533539155921,0.005789187261911466,1000.0,51081,21618,32
